Rank,Club,Country,Level,Elo,From,To
26,Newcastle,ENG,1,1736.24267578,1970-01-02,1970-01-17
25,Newcastle,ENG,1,1738.62805176,1970-01-18,1970-01-24
23,Newcastle,ENG,1,1744.24841309,1970-01-25,1970-01-31
25,Newcastle,ENG,1,1737.03063965,1970-02-01,1970-02-06
23,Newcastle,ENG,1,1741.7668457,1970-02-07,1970-02-07
22,Newcastle,ENG,1,1741.7668457,1970-02-08,1970-02-11
22,Newcastle,ENG,1,1745.55712891,1970-02-12,1970-02-16
20,Newcastle,ENG,1,1750.40820312,1970-02-17,1970-02-25
20,Newcastle,ENG,1,1755.03173828,1970-02-26,1970-02-28
23,Newcastle,ENG,1,1742.87731934,1970-03-01,1970-03-02
23,Newcastle,ENG,1,1749.31481934,1970-03-03,1970-03-04
22,Newcastle,ENG,1,1752.88818359,1970-03-05,1970-03-11
20,Newcastle,ENG,1,1752.88818359,1970-03-12,1970-03-14
20,Newcastle,ENG,1,1754.3861084,1970-03-15,1970-03-17
20,Newcastle,ENG,1,1755.43151855,1970-03-18,1970-03-18
20,Newcastle,ENG,1,1755.84997559,1970-03-19,1970-03-21
18,Newcastle,ENG,1,1761.76013184,1970-03-22,1970-03-22
19,Newcastle,ENG,1,1761.76013184,1970-03-23,1970-03-27
20,Newcastle,ENG,1,1759.26940918,1970-03-28,1970-03-28
19,Newcastle,ENG,1,1759.54174805,1970-03-29,1970-03-29
18,Newcastle,ENG,1,1759.54174805,1970-03-30,1970-03-30
21,Newcastle,ENG,1,1746.82226562,1970-03-31,1970-04-01
22,Newcastle,ENG,1,1737.71606445,1970-04-02,1970-04-04
20,Newcastle,ENG,1,1749.14660645,1970-04-05,1970-04-12
19,Newcastle,ENG,1,1749.14660645,1970-04-13,1970-04-14
19,Newcastle,ENG,1,1758.97509766,1970-04-15,1970-04-15
18,Newcastle,ENG,1,1769.9786377,1970-04-16,1970-04-18
19,Newcastle,ENG,1,1769.9786377,1970-04-19,1970-04-25
18,Newcastle,ENG,1,1769.9786377,1970-04-26,1970-04-29
17,Newcastle,ENG,1,1773.95849609,1970-04-30,1970-05-06
18,Newcastle,ENG,1,1773.95849609,1970-05-07,1970-08-15
17,Newcastle,ENG,1,1777.22302246,1970-08-16,1970-08-19
19,Newcastle,ENG,1,1764.64746094,1970-08-20,1970-08-22
21,Newcastle,ENG,1,1754.27539062,1970-08-23,1970-08-26
21,Newcastle,ENG,1,1749.18103027,1970-08-27,1970-08-29
24,Newcastle,ENG,1,1735.00585938,1970-08-30,1970-09-02
22,Newcastle,ENG,1,1744.23571777,1970-09-03,1970-09-05
21,Newcastle,ENG,1,1755.48413086,1970-09-06,1970-09-12
21,Newcastle,ENG,1,1754.15966797,1970-09-13,1970-09-16
21,Newcastle,ENG,1,1753.90234375,1970-09-17,1970-09-19
20,Newcastle,ENG,1,1765.80249023,1970-09-20,1970-09-23
19,Newcastle,ENG,1,1765.81359863,1970-09-24,1970-09-26
19,Newcastle,ENG,1,1761.5291748,1970-09-27,1970-09-27
20,Newcastle,ENG,1,1761.5291748,1970-09-28,1970-09-30
18,Newcastle,ENG,1,1762.09680176,1970-10-01,1970-10-03
18,Newcastle,ENG,1,1765.54675293,1970-10-04,1970-10-10
19,Newcastle,ENG,1,1762.84289551,1970-10-11,1970-10-17
20,Newcastle,ENG,1,1755.61315918,1970-10-18,1970-10-21
17,Newcastle,ENG,1,1773.53637695,1970-10-22,1970-10-24
18,Newcastle,ENG,1,1768.07592773,1970-10-25,1970-10-31
18,Newcastle,ENG,1,1772.96826172,1970-11-01,1970-11-04
19,Newcastle,ENG,1,1771.77770996,1970-11-05,1970-11-05
17,Newcastle,ENG,1,1771.77770996,1970-11-06,1970-11-07
19,Newcastle,ENG,1,1761.74731445,1970-11-08,1970-11-14
20,Newcastle,ENG,1,1756.69934082,1970-11-15,1970-11-15
19,Newcastle,ENG,1,1756.69934082,1970-11-16,1970-11-21
18,Newcastle,ENG,1,1769.0703125,1970-11-22,1970-11-22
17,Newcastle,ENG,1,1769.0703125,1970-11-23,1970-11-28
17,Newcastle,ENG,1,1773.03479004,1970-11-29,1970-12-05
17,Newcastle,ENG,1,1768.94372559,1970-12-06,1970-12-12
17,Newcastle,ENG,1,1773.45288086,1970-12-13,1970-12-19
17,Newcastle,ENG,1,1778.4041748,1970-12-20,1970-12-26
17,Newcastle,ENG,1,1773.08886719,1970-12-27,1971-01-09
22,Newcastle,ENG,1,1756.23742676,1971-01-10,1971-01-10
21,Newcastle,ENG,1,1756.23742676,1971-01-11,1971-01-16
25,Newcastle,ENG,1,1747.69396973,1971-01-17,1971-01-30
26,Newcastle,ENG,1,1747.26062012,1971-01-31,1971-02-06
29,Newcastle,ENG,1,1738.67712402,1971-02-07,1971-02-13
29,Newcastle,ENG,1,1738.98925781,1971-02-14,1971-02-20
27,Newcastle,ENG,1,1745.56921387,1971-02-21,1971-02-27
28,Newcastle,ENG,1,1740.19506836,1971-02-28,1971-03-06
29,Newcastle,ENG,1,1740.19506836,1971-03-07,1971-03-07
28,Newcastle,ENG,1,1740.19506836,1971-03-08,1971-03-09
30,Newcastle,ENG,1,1736.15612793,1971-03-10,1971-03-10
32,Newcastle,ENG,1,1727.29931641,1971-03-11,1971-03-13
35,Newcastle,ENG,1,1720.04467773,1971-03-14,1971-03-14
36,Newcastle,ENG,1,1720.04467773,1971-03-15,1971-03-18
32,Newcastle,ENG,1,1727.65527344,1971-03-19,1971-03-20
34,Newcastle,ENG,1,1725.07275391,1971-03-21,1971-03-24
32,Newcastle,ENG,1,1727.45239258,1971-03-25,1971-03-27
29,Newcastle,ENG,1,1736.05651855,1971-03-28,1971-03-31
26,Newcastle,ENG,1,1742.70275879,1971-04-01,1971-04-02
25,Newcastle,ENG,1,1742.70275879,1971-04-03,1971-04-03
26,Newcastle,ENG,1,1748.63659668,1971-04-04,1971-04-06
23,Newcastle,ENG,1,1752.94641113,1971-04-07,1971-04-10
22,Newcastle,ENG,1,1754.31713867,1971-04-11,1971-04-12
23,Newcastle,ENG,1,1751.48828125,1971-04-13,1971-04-17
25,Newcastle,ENG,1,1748.39160156,1971-04-18,1971-04-18
24,Newcastle,ENG,1,1748.39160156,1971-04-19,1971-04-19
23,Newcastle,ENG,1,1748.39160156,1971-04-20,1971-04-24
24,Newcastle,ENG,1,1743.9909668,1971-04-25,1971-04-27
23,Newcastle,ENG,1,1743.9909668,1971-04-28,1971-04-28
22,Newcastle,ENG,1,1751.84460449,1971-04-29,1971-05-01
22,Newcastle,ENG,1,1742.63830566,1971-05-02,1971-05-05
23,Newcastle,ENG,1,1742.63830566,1971-05-06,1971-05-19
23,Newcastle,ENG,1,1742.17333984,1971-05-20,1971-05-21
23,Newcastle,ENG,1,1746.33789062,1971-05-22,1971-08-14
25,Newcastle,ENG,1,1733.43322754,1971-08-15,1971-08-18
24,Newcastle,ENG,1,1737.7911377,1971-08-19,1971-08-21
23,Newcastle,ENG,1,1746.12536621,1971-08-22,1971-08-25
24,Newcastle,ENG,1,1741.32995605,1971-08-26,1971-08-28
25,Newcastle,ENG,1,1735.33056641,1971-08-29,1971-09-01
27,Newcastle,ENG,1,1729.96655273,1971-09-02,1971-09-04
26,Newcastle,ENG,1,1725.99975586,1971-09-05,1971-09-05
27,Newcastle,ENG,1,1725.99975586,1971-09-06,1971-09-11
27,Newcastle,ENG,1,1720.79846191,1971-09-12,1971-09-14
28,Newcastle,ENG,1,1720.82971191,1971-09-15,1971-09-15
28,Newcastle,ENG,1,1723.79992676,1971-09-16,1971-09-18
26,Newcastle,ENG,1,1733.72290039,1971-09-19,1971-09-25
28,Newcastle,ENG,1,1735.40979004,1971-09-26,1971-09-26
29,Newcastle,ENG,1,1735.40979004,1971-09-27,1971-09-28
30,Newcastle,ENG,1,1735.42578125,1971-09-29,1971-09-29
34,Newcastle,ENG,1,1706.07580566,1971-09-30,1971-09-30
33,Newcastle,ENG,1,1706.07580566,1971-10-01,1971-10-02
38,Newcastle,ENG,1,1696.65100098,1971-10-03,1971-10-03
39,Newcastle,ENG,1,1696.65100098,1971-10-04,1971-10-09
39,Newcastle,ENG,1,1693.01074219,1971-10-10,1971-10-10
40,Newcastle,ENG,1,1693.01074219,1971-10-11,1971-10-13
39,Newcastle,ENG,1,1693.01074219,1971-10-14,1971-10-16
52,Newcastle,ENG,1,1679.00634766,1971-10-17,1971-10-20
47,Newcastle,ENG,1,1684.96435547,1971-10-21,1971-10-22
46,Newcastle,ENG,1,1684.96435547,1971-10-23,1971-10-23
49,Newcastle,ENG,1,1677.61193848,1971-10-24,1971-10-24
48,Newcastle,ENG,1,1677.61193848,1971-10-25,1971-10-29
49,Newcastle,ENG,1,1677.61193848,1971-10-30,1971-10-30
52,Newcastle,ENG,1,1672.12915039,1971-10-31,1971-10-31
53,Newcastle,ENG,1,1672.12915039,1971-11-01,1971-11-02
54,Newcastle,ENG,1,1672.81555176,1971-11-03,1971-11-03
59,Newcastle,ENG,1,1663.40063477,1971-11-04,1971-11-04
58,Newcastle,ENG,1,1663.40063477,1971-11-05,1971-11-06
53,Newcastle,ENG,1,1671.31213379,1971-11-07,1971-11-07
55,Newcastle,ENG,1,1671.31213379,1971-11-08,1971-11-13
60,Newcastle,ENG,1,1659.80749512,1971-11-14,1971-11-14
59,Newcastle,ENG,1,1659.80749512,1971-11-15,1971-11-20
57,Newcastle,ENG,1,1664.04846191,1971-11-21,1971-11-21
56,Newcastle,ENG,1,1664.04846191,1971-11-22,1971-11-23
55,Newcastle,ENG,1,1668.64233398,1971-11-24,1971-11-24
54,Newcastle,ENG,1,1668.64233398,1971-11-25,1971-11-27
51,Newcastle,ENG,1,1672.7791748,1971-11-28,1971-11-28
52,Newcastle,ENG,1,1672.7791748,1971-11-29,1971-12-01
49,Newcastle,ENG,1,1672.7791748,1971-12-02,1971-12-04
49,Newcastle,ENG,1,1672.38720703,1971-12-05,1971-12-05
50,Newcastle,ENG,1,1672.38720703,1971-12-06,1971-12-08
47,Newcastle,ENG,1,1676.74853516,1971-12-09,1971-12-10
48,Newcastle,ENG,1,1676.74853516,1971-12-11,1971-12-11
41,Newcastle,ENG,1,1693.05834961,1971-12-12,1971-12-15
41,Newcastle,ENG,1,1694.33935547,1971-12-16,1971-12-18
37,Newcastle,ENG,1,1704.80419922,1971-12-19,1971-12-19
38,Newcastle,ENG,1,1704.80419922,1971-12-20,1971-12-27
40,Newcastle,ENG,1,1693.82983398,1971-12-28,1972-01-01
43,Newcastle,ENG,1,1689.29370117,1972-01-02,1972-01-06
44,Newcastle,ENG,1,1689.29370117,1972-01-07,1972-01-08
40,Newcastle,ENG,1,1697.04980469,1972-01-09,1972-01-16
39,Newcastle,ENG,1,1697.04980469,1972-01-17,1972-01-22
36,Newcastle,ENG,1,1707.53967285,1972-01-23,1972-01-29
36,Newcastle,ENG,1,1708.51367188,1972-01-30,1972-01-30
34,Newcastle,ENG,1,1708.51367188,1972-01-31,1972-02-12
29,Newcastle,ENG,1,1725.78381348,1972-02-13,1972-02-19
29,Newcastle,ENG,1,1721.85974121,1972-02-20,1972-02-26
26,Newcastle,ENG,1,1730.96447754,1972-02-27,1972-03-04
26,Newcastle,ENG,1,1736.19946289,1972-03-05,1972-03-05
27,Newcastle,ENG,1,1736.19946289,1972-03-06,1972-03-07
26,Newcastle,ENG,1,1739.53369141,1972-03-08,1972-03-08
23,Newcastle,ENG,1,1743.80444336,1972-03-09,1972-03-09
24,Newcastle,ENG,1,1743.80444336,1972-03-10,1972-03-11
21,Newcastle,ENG,1,1755.05456543,1972-03-12,1972-03-18
24,Newcastle,ENG,1,1746.29333496,1972-03-19,1972-03-19
25,Newcastle,ENG,1,1746.29333496,1972-03-20,1972-03-21
25,Newcastle,ENG,1,1745.58117676,1972-03-22,1972-03-22
24,Newcastle,ENG,1,1740.47570801,1972-03-23,1972-03-25
25,Newcastle,ENG,1,1739.31469727,1972-03-26,1972-04-01
26,Newcastle,ENG,1,1733.15698242,1972-04-02,1972-04-03
24,Newcastle,ENG,1,1746.97412109,1972-04-04,1972-04-05
26,Newcastle,ENG,1,1736.10852051,1972-04-06,1972-04-08
27,Newcastle,ENG,1,1727.50415039,1972-04-09,1972-04-09
28,Newcastle,ENG,1,1727.50415039,1972-04-10,1972-04-12
27,Newcastle,ENG,1,1727.50415039,1972-04-13,1972-04-15
28,Newcastle,ENG,1,1727.50415039,1972-04-16,1972-04-19
24,Newcastle,ENG,1,1743.02697754,1972-04-20,1972-04-22
23,Newcastle,ENG,1,1747.95800781,1972-04-23,1972-04-23
22,Newcastle,ENG,1,1747.95800781,1972-04-24,1972-04-29
20,Newcastle,ENG,1,1747.95800781,1972-04-30,1972-05-03
20,Newcastle,ENG,1,1753.56494141,1972-05-04,1972-05-08
20,Newcastle,ENG,1,1747.85595703,1972-05-09,1972-05-24
22,Newcastle,ENG,1,1747.85595703,1972-05-25,1972-06-11
23,Newcastle,ENG,1,1747.85595703,1972-06-12,1972-07-02
24,Newcastle,ENG,1,1747.85595703,1972-07-03,1972-07-05
23,Newcastle,ENG,1,1747.85595703,1972-07-06,1972-08-12
20,Newcastle,ENG,1,1753.86804199,1972-08-13,1972-08-15
23,Newcastle,ENG,1,1745.24780273,1972-08-16,1972-08-19
20,Newcastle,ENG,1,1754.89355469,1972-08-20,1972-08-23
21,Newcastle,ENG,1,1749.5982666,1972-08-24,1972-08-26
25,Newcastle,ENG,1,1737.22790527,1972-08-27,1972-08-30
26,Newcastle,ENG,1,1728.81225586,1972-08-31,1972-09-02
27,Newcastle,ENG,1,1721.31335449,1972-09-03,1972-09-03
28,Newcastle,ENG,1,1721.31335449,1972-09-04,1972-09-09
27,Newcastle,ENG,1,1729.49328613,1972-09-10,1972-09-12
27,Newcastle,ENG,1,1730.83508301,1972-09-13,1972-09-13
24,Newcastle,ENG,1,1737.05834961,1972-09-14,1972-09-14
24,Newcastle,ENG,1,1736.99353027,1972-09-15,1972-09-16
20,Newcastle,ENG,1,1753.44580078,1972-09-17,1972-09-23
19,Newcastle,ENG,1,1761.7232666,1972-09-24,1972-09-26
18,Newcastle,ENG,1,1762.82897949,1972-09-27,1972-09-27
18,Newcastle,ENG,1,1757.08898926,1972-09-28,1972-09-30
19,Newcastle,ENG,1,1748.40722656,1972-10-01,1972-10-07
19,Newcastle,ENG,1,1752.81262207,1972-10-08,1972-10-14
20,Newcastle,ENG,1,1741.64904785,1972-10-15,1972-10-21
20,Newcastle,ENG,1,1745.98120117,1972-10-22,1972-10-24
20,Newcastle,ENG,1,1746.44750977,1972-10-25,1972-10-25
19,Newcastle,ENG,1,1757.78393555,1972-10-26,1972-10-28
17,Newcastle,ENG,1,1762.82214355,1972-10-29,1972-11-04
17,Newcastle,ENG,1,1771.78942871,1972-11-05,1972-11-05
16,Newcastle,ENG,1,1771.78942871,1972-11-06,1972-11-07
16,Newcastle,ENG,1,1771.93530273,1972-11-08,1972-11-08
18,Newcastle,ENG,1,1770.75,1972-11-09,1972-11-11
17,Newcastle,ENG,1,1775.76550293,1972-11-12,1972-11-12
16,Newcastle,ENG,1,1775.76550293,1972-11-13,1972-11-18
17,Newcastle,ENG,1,1772.75720215,1972-11-19,1972-11-29
15,Newcastle,ENG,1,1775.68847656,1972-11-30,1972-12-02
15,Newcastle,ENG,1,1777.6114502,1972-12-03,1972-12-09
17,Newcastle,ENG,1,1772.89672852,1972-12-10,1972-12-13
17,Newcastle,ENG,1,1774.79394531,1972-12-14,1972-12-16
16,Newcastle,ENG,1,1779.63842773,1972-12-17,1972-12-17
17,Newcastle,ENG,1,1779.63842773,1972-12-18,1972-12-23
15,Newcastle,ENG,1,1785.31188965,1972-12-24,1972-12-24
16,Newcastle,ENG,1,1785.31188965,1972-12-25,1972-12-26
17,Newcastle,ENG,1,1782.08618164,1972-12-27,1972-12-30
13,Newcastle,ENG,1,1788.10168457,1972-12-31,1973-01-01
15,Newcastle,ENG,1,1782.87634277,1973-01-02,1973-01-06
17,Newcastle,ENG,1,1777.34997559,1973-01-07,1973-01-20
16,Newcastle,ENG,1,1781.50378418,1973-01-21,1973-01-27
16,Newcastle,ENG,1,1786.36193848,1973-01-28,1973-02-10
16,Newcastle,ENG,1,1781.29870605,1973-02-11,1973-02-17
16,Newcastle,ENG,1,1784.23693848,1973-02-18,1973-02-24
14,Newcastle,ENG,1,1790.82739258,1973-02-25,1973-02-28
13,Newcastle,ENG,1,1799.07263184,1973-03-01,1973-03-02
14,Newcastle,ENG,1,1799.07263184,1973-03-03,1973-03-04
13,Newcastle,ENG,1,1799.07263184,1973-03-05,1973-03-06
14,Newcastle,ENG,1,1799.07263184,1973-03-07,1973-03-07
13,Newcastle,ENG,1,1799.65234375,1973-03-08,1973-03-10
12,Newcastle,ENG,1,1803.10083008,1973-03-11,1973-03-11
13,Newcastle,ENG,1,1803.10083008,1973-03-12,1973-03-17
14,Newcastle,ENG,1,1795.45166016,1973-03-18,1973-03-21
13,Newcastle,ENG,1,1802.90527344,1973-03-22,1973-03-24
14,Newcastle,ENG,1,1798.70214844,1973-03-25,1973-03-25
15,Newcastle,ENG,1,1798.70214844,1973-03-26,1973-03-31
15,Newcastle,ENG,1,1800.08227539,1973-04-01,1973-04-07
15,Newcastle,ENG,1,1788.32873535,1973-04-08,1973-04-11
15,Newcastle,ENG,1,1784.49377441,1973-04-12,1973-04-14
15,Newcastle,ENG,1,1785.80688477,1973-04-15,1973-04-18
16,Newcastle,ENG,1,1778.3203125,1973-04-19,1973-04-20
17,Newcastle,ENG,1,1778.3203125,1973-04-21,1973-04-21
15,Newcastle,ENG,1,1787.19116211,1973-04-22,1973-04-25
17,Newcastle,ENG,1,1778.67736816,1973-04-26,1973-04-28
16,Newcastle,ENG,1,1774.27429199,1973-04-29,1973-05-10
16,Newcastle,ENG,1,1778.47680664,1973-05-11,1973-05-16
16,Newcastle,ENG,1,1774.4453125,1973-05-17,1973-05-23
16,Newcastle,ENG,1,1773.60888672,1973-05-24,1973-08-25
15,Newcastle,ENG,1,1784.78149414,1973-08-26,1973-08-29
17,Newcastle,ENG,1,1772.21838379,1973-08-30,1973-09-01
17,Newcastle,ENG,1,1771.14624023,1973-09-02,1973-09-04
15,Newcastle,ENG,1,1785.98791504,1973-09-05,1973-09-05
14,Newcastle,ENG,1,1785.98791504,1973-09-06,1973-09-08
14,Newcastle,ENG,1,1788.19641113,1973-09-09,1973-09-12
13,Newcastle,ENG,1,1794.18066406,1973-09-13,1973-09-15
13,Newcastle,ENG,1,1800.68371582,1973-09-16,1973-09-19
13,Newcastle,ENG,1,1812.42480469,1973-09-20,1973-09-20
13,Newcastle,ENG,1,1810.74865723,1973-09-21,1973-09-22
12,Newcastle,ENG,1,1811.26293945,1973-09-23,1973-09-29
13,Newcastle,ENG,1,1797.6940918,1973-09-30,1973-10-02
13,Newcastle,ENG,1,1797.64624023,1973-10-03,1973-10-03
10,Newcastle,ENG,1,1799.47070312,1973-10-04,1973-10-06
13,Newcastle,ENG,1,1796.3704834,1973-10-07,1973-10-07
12,Newcastle,ENG,1,1796.3704834,1973-10-08,1973-10-13
11,Newcastle,ENG,1,1801.23095703,1973-10-14,1973-10-20
11,Newcastle,ENG,1,1806.74707031,1973-10-21,1973-10-23
10,Newcastle,ENG,1,1806.74707031,1973-10-24,1973-10-24
11,Newcastle,ENG,1,1804.28430176,1973-10-25,1973-10-27
8,Newcastle,ENG,1,1820.02575684,1973-10-28,1973-10-28
7,Newcastle,ENG,1,1820.02575684,1973-10-29,1973-11-03
7,Newcastle,ENG,1,1823.64172363,1973-11-04,1973-11-06
9,Newcastle,ENG,1,1812.70983887,1973-11-07,1973-11-07
8,Newcastle,ENG,1,1809.66760254,1973-11-08,1973-11-10
11,Newcastle,ENG,1,1802.12207031,1973-11-11,1973-11-17
8,Newcastle,ENG,1,1805.68164062,1973-11-18,1973-11-24
8,Newcastle,ENG,1,1807.32861328,1973-11-25,1973-11-28
7,Newcastle,ENG,1,1809.79321289,1973-11-29,1973-12-08
8,Newcastle,ENG,1,1801.38586426,1973-12-09,1973-12-09
7,Newcastle,ENG,1,1801.38586426,1973-12-10,1973-12-12
9,Newcastle,ENG,1,1801.01049805,1973-12-13,1973-12-15
13,Newcastle,ENG,1,1784.79101562,1973-12-16,1973-12-16
12,Newcastle,ENG,1,1784.79101562,1973-12-17,1973-12-22
13,Newcastle,ENG,1,1778.20239258,1973-12-23,1973-12-23
12,Newcastle,ENG,1,1778.20239258,1973-12-24,1973-12-26
14,Newcastle,ENG,1,1770.80358887,1973-12-27,1973-12-29
12,Newcastle,ENG,1,1775.8293457,1973-12-30,1973-12-30
13,Newcastle,ENG,1,1775.8293457,1973-12-31,1974-01-01
10,Newcastle,ENG,1,1787.44482422,1974-01-02,1974-01-05
11,Newcastle,ENG,1,1787.44482422,1974-01-06,1974-01-12
13,Newcastle,ENG,1,1781.66577148,1974-01-13,1974-01-19
13,Newcastle,ENG,1,1776.65979004,1974-01-20,1974-01-21
12,Newcastle,ENG,1,1776.65979004,1974-01-22,1974-02-02
14,Newcastle,ENG,1,1771.94970703,1974-02-03,1974-02-05
16,Newcastle,ENG,1,1762.69458008,1974-02-06,1974-02-09
13,Newcastle,ENG,1,1770.28283691,1974-02-10,1974-02-16
12,Newcastle,ENG,1,1770.28283691,1974-02-17,1974-02-23
13,Newcastle,ENG,1,1770.42736816,1974-02-24,1974-03-02
13,Newcastle,ENG,1,1776.22180176,1974-03-03,1974-03-06
12,Newcastle,ENG,1,1780.70007324,1974-03-07,1974-03-09
11,Newcastle,ENG,1,1780.70007324,1974-03-10,1974-03-12
12,Newcastle,ENG,1,1780.70007324,1974-03-13,1974-03-16
12,Newcastle,ENG,1,1774.44433594,1974-03-17,1974-03-20
12,Newcastle,ENG,1,1775.46459961,1974-03-21,1974-03-23
13,Newcastle,ENG,1,1772.16210938,1974-03-24,1974-03-27
14,Newcastle,ENG,1,1766.1986084,1974-03-28,1974-03-30
15,Newcastle,ENG,1,1766.1986084,1974-03-31,1974-04-03
16,Newcastle,ENG,1,1760.20947266,1974-04-04,1974-04-06
15,Newcastle,ENG,1,1765.94421387,1974-04-07,1974-04-09
17,Newcastle,ENG,1,1765.94421387,1974-04-10,1974-04-10
20,Newcastle,ENG,1,1758.00036621,1974-04-11,1974-04-13
23,Newcastle,ENG,1,1751.26867676,1974-04-14,1974-04-15
23,Newcastle,ENG,1,1745.91333008,1974-04-16,1974-04-17
23,Newcastle,ENG,1,1745.77124023,1974-04-18,1974-04-20
24,Newcastle,ENG,1,1742.59985352,1974-04-21,1974-04-24
24,Newcastle,ENG,1,1743.41931152,1974-04-25,1974-04-27
24,Newcastle,ENG,1,1746.39465332,1974-04-28,1974-05-06
23,Newcastle,ENG,1,1746.39465332,1974-05-07,1974-05-11
27,Newcastle,ENG,1,1733.48364258,1974-05-12,1974-05-15
28,Newcastle,ENG,1,1733.48364258,1974-05-16,1974-05-17
27,Newcastle,ENG,1,1733.48364258,1974-05-18,1974-05-21
28,Newcastle,ENG,1,1730.32446289,1974-05-22,1974-05-29
30,Newcastle,ENG,1,1727.84387207,1974-05-30,1974-08-17
25,Newcastle,ENG,1,1733.01208496,1974-08-18,1974-08-21
26,Newcastle,ENG,1,1730.47729492,1974-08-22,1974-08-24
29,Newcastle,ENG,1,1723.86218262,1974-08-25,1974-08-27
31,Newcastle,ENG,1,1718.03955078,1974-08-28,1974-08-30
32,Newcastle,ENG,1,1718.03955078,1974-08-31,1974-08-31
27,Newcastle,ENG,1,1726.50366211,1974-09-01,1974-09-07
24,Newcastle,ENG,1,1730.98657227,1974-09-08,1974-09-14
24,Newcastle,ENG,1,1734.22045898,1974-09-15,1974-09-18
30,Newcastle,ENG,1,1719.77087402,1974-09-19,1974-09-21
25,Newcastle,ENG,1,1729.72546387,1974-09-22,1974-09-24
26,Newcastle,ENG,1,1729.72546387,1974-09-25,1974-09-25
27,Newcastle,ENG,1,1729.72546387,1974-09-26,1974-09-28
22,Newcastle,ENG,1,1737.3223877,1974-09-29,1974-10-02
25,Newcastle,ENG,1,1735.09130859,1974-10-03,1974-10-05
22,Newcastle,ENG,1,1738.1697998,1974-10-06,1974-10-09
21,Newcastle,ENG,1,1738.1697998,1974-10-10,1974-10-12
23,Newcastle,ENG,1,1736.6640625,1974-10-13,1974-10-13
24,Newcastle,ENG,1,1736.6640625,1974-10-14,1974-10-16
26,Newcastle,ENG,1,1734.25036621,1974-10-17,1974-10-19
30,Newcastle,ENG,1,1723.84741211,1974-10-20,1974-10-20
29,Newcastle,ENG,1,1723.84741211,1974-10-21,1974-10-23
30,Newcastle,ENG,1,1720.09106445,1974-10-24,1974-10-26
38,Newcastle,ENG,1,1709.04516602,1974-10-27,1974-11-02
38,Newcastle,ENG,1,1711.58007812,1974-11-03,1974-11-05
40,Newcastle,ENG,1,1711.58007812,1974-11-06,1974-11-06
37,Newcastle,ENG,1,1714.48999023,1974-11-07,1974-11-09
37,Newcastle,ENG,1,1717.41552734,1974-11-10,1974-11-10
36,Newcastle,ENG,1,1717.41552734,1974-11-11,1974-11-15
35,Newcastle,ENG,1,1717.41552734,1974-11-16,1974-11-16
31,Newcastle,ENG,1,1727.68554688,1974-11-17,1974-11-23
35,Newcastle,ENG,1,1718.67736816,1974-11-24,1974-11-24
34,Newcastle,ENG,1,1718.67736816,1974-11-25,1974-11-27
33,Newcastle,ENG,1,1719.60766602,1974-11-28,1974-11-30
31,Newcastle,ENG,1,1725.58215332,1974-12-01,1974-12-01
30,Newcastle,ENG,1,1725.58215332,1974-12-02,1974-12-07
31,Newcastle,ENG,1,1717.09521484,1974-12-08,1974-12-11
34,Newcastle,ENG,1,1708.3067627,1974-12-12,1974-12-14
41,Newcastle,ENG,1,1699.86096191,1974-12-15,1974-12-20
42,Newcastle,ENG,1,1699.86096191,1974-12-21,1974-12-21
34,Newcastle,ENG,1,1713.86328125,1974-12-22,1974-12-22
35,Newcastle,ENG,1,1713.86328125,1974-12-23,1974-12-26
32,Newcastle,ENG,1,1721.35498047,1974-12-27,1974-12-28
33,Newcastle,ENG,1,1721.35498047,1974-12-29,1975-01-11
38,Newcastle,ENG,1,1702.48388672,1975-01-12,1975-01-12
40,Newcastle,ENG,1,1702.48388672,1975-01-13,1975-01-18
44,Newcastle,ENG,1,1692.96179199,1975-01-19,1975-01-19
43,Newcastle,ENG,1,1692.96179199,1975-01-20,1975-02-01
42,Newcastle,ENG,1,1698.74853516,1975-02-02,1975-02-08
45,Newcastle,ENG,1,1690.15698242,1975-02-09,1975-02-09
46,Newcastle,ENG,1,1690.15698242,1975-02-10,1975-02-11
45,Newcastle,ENG,1,1690.15698242,1975-02-12,1975-02-12
37,Newcastle,ENG,1,1704.17834473,1975-02-13,1975-02-15
33,Newcastle,ENG,1,1715.03112793,1975-02-16,1975-02-22
34,Newcastle,ENG,1,1708.74499512,1975-02-23,1975-02-23
33,Newcastle,ENG,1,1708.74499512,1975-02-24,1975-02-28
31,Newcastle,ENG,1,1720.67407227,1975-03-01,1975-03-01
30,Newcastle,ENG,1,1720.67407227,1975-03-02,1975-03-05
31,Newcastle,ENG,1,1722.57983398,1975-03-06,1975-03-09
32,Newcastle,ENG,1,1722.57983398,1975-03-10,1975-03-15
35,Newcastle,ENG,1,1717.99865723,1975-03-16,1975-03-18
36,Newcastle,ENG,1,1709.0769043,1975-03-19,1975-03-19
36,Newcastle,ENG,1,1710.0111084,1975-03-20,1975-03-22
42,Newcastle,ENG,1,1697.11547852,1975-03-23,1975-03-25
43,Newcastle,ENG,1,1690.45092773,1975-03-26,1975-03-27
44,Newcastle,ENG,1,1690.45092773,1975-03-28,1975-03-29
42,Newcastle,ENG,1,1696.51135254,1975-03-30,1975-03-31
43,Newcastle,ENG,1,1694.2701416,1975-04-01,1975-04-05
